"ResponseId","URL","FAKE","EXTREMITY","QUALITY","incivility","emotion","sentiment","outlet","is_domain","political","date"
"R_31Xc9bqAwEt31Ng","https://spectator.org/catholicschools-can-save-americas-children/","No","8","Acceptable quality",0,"0","Negative","The American Spectator",1,1,"2019-09-08"
"R_5d8K7kkPdKLIORP","https://www.breitbart.com/politics/2019/09/07/donald-trump-cancels-secret-camp-david-meeting-with-taliban/","No","Moderate","Acceptable quality",0,"0","Positive","Breitbart",1,1,"2019-09-07"
"R_XyUTcZR65zJ0jPb","https://www.breitbart.com/2020-election/2019/09/07/donald-trump-cancels-secret-camp-david-meeting-with-taliban/","No","2","Poor quality",0,"0","Negative","Breitbart",1,1,"2019-09-07"
"R_1eWxOp9AWZoIAey","https://www.theblaze.com/news/trump-planned-to-meet-with-taliban-terrorists-at-camp-david-then-scrapped-meeting-over-terrorism","No","Very Extreme","Very high quality",0,"Sadness","Neutral","The Blaze",1,1,"2019-09-08"
"R_3FQcegI27keKIb3","https://spectator.org/catholicschools-can-save-americas-children/","No","3","Acceptable quality",0,"Confusion","Neutral","The American Spectator",1,1,"2019-09-08"
"R_3fcpkSfbag2Xooq","https://www.breitbart.com/politics/2019/09/08/brad-parscale-trumps-will-dynasty-decades/","No","Moderate","Very poor quality",0,"Shock","Negative","Breitbart",1,1,"2019-09-08"
"R_3r0Bj31UwyRHaEP","https://www.theblaze.com/news/teacher-to-transgender-student-i-will-not-refer-to-you-with-female-pronouns-if-this-is-not-acceptable-for-you-change-classes","No","Very Extreme","Very high quality",0,"Sadness","Neutral","The Blaze",1,1,"2019-08-21"
"R_1C8vskPUAdTHUMd","https://www.breitbart.com/politics/2019/09/08/lawsuit-illegal-aliens-worked-10-years-using-stolen-identities-plant/","No","8","Acceptable quality",0,"0","Negative","Breitbart",1,1,"2019-09-08"
"R_241u7mTjxgC99Hz","https://www.breitbart.com/entertainment/2019/09/08/sean-penn-slams-trump-says-theres-not-a-chance-in-hell-for-re-election/","No","3","Acceptable quality",0,"0","Neutral","Breitbart",1,1,"2019-09-08"
"R_OKelqYXXbShODQJ","https://spectator.org/guns-bernie-liz-and-joe/","Yes","8","Very poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-09"
"R_2SffJVpozKICxPj","https://www.theblaze.com/eric-bolling/popeyes-chicken-sandwich-sold-out","No","Very Extreme","Very high quality",0,"Shock","Neutral","The Blaze",1,0,""
"R_1HkNbF0EbLkeHmI","https://www.theblaze.com/news/taliban-vows-more-violence-american-deaths-over-cancelled-meeting-with-president-trump","No","2","High quality",0,"Anxiety","Positive","The Blaze",1,1,"2019-09-09"
"R_zTMV1Tb8ppuzH7r","https://spectator.org/nadlers-fake-impeachment-inquiry/","No","Moderate","High quality",0,"0","Positive","The American Spectator",1,1,"2019-09-09"
"R_2y1wxcBWY5n3dKu","https://spectator.org/climate-change-town-hall-misdiagnoses-americas-ills/","No","3","Acceptable quality",0,"0","Neutral","The American Spectator",1,1,"2019-09-07"
"R_3lVVtwzwkR0lUo0","https://www.theblaze.com/news/texas-medical-center-tried-to-get-rid-of-a-bird-population-increased-venomous-caterpillars","No","Moderate","Acceptable quality",0,"0","Neutral","The Blaze",1,1,"2019-09-09"
"R_3iqJ8KrCq514fGE","https://www.breitbart.com/politics/2019/09/09/donald-trump-mocks-loser-primary-challenger-mark-sanford-for-appalachian-trail-scandal/","No","Very Extreme","Acceptable quality",0,"Shock","Neutral","Breitbart",1,1,"2019-09-09"
"R_31QuafdndTgqBWA","https://www.theblaze.com/newsletters/wtf-msm-cnns-stelter-has-second-thoughts-on-wall-to-wall-sharpiegate-coverage","No","Moderate","Very high quality",0,"0","Mixed","The Blaze",1,1,"2019-09-09"
"R_Ucn9RqhxxhNc1RT","https://www.theblaze.com/news/gop-rep-asks-pro-abortion-actress-if-an-abortion-survivor-has-a-right-to-life-and-she-refuses-to-answer","Yes","5","Poor quality",0,"0","Negative","The Blaze",1,NA,""
"R_2tyi1YFAQJOYfSl","https://www.theblaze.com/news/couple-arrested-for-spending-money-deposited-in-their-account-by-bank-error","No","2","High quality",0,"0","Neutral","The Blaze",1,1,"2019-09-09"
"R_2vjqCTjtsrZYGgi","https://spectator.org/","No","Very Extreme","Very high quality",0,"0","Positive","The American Spectator",1,0,""
"R_pE5zdqoSL8MGomZ","https://www.breitbart.com/politics/2019/09/09/live-updates-trump-holds-north-carolina-rally-3/","No","2","High quality",0,"0","Positive","Breitbart",1,1,"2019-09-09"
"R_DBo0J4ugNS0Zvu9","https://www.breitbart.com/politics/2019/09/09/live-updates-trump-holds-north-carolina-rally-3/","Yes","5","Poor quality",0,"Shock","Negative","Breitbart",1,1,"2019-09-09"
"R_27CG1ubE4BiGx4U","https://www.theblaze.com/news/first-ever-lgbtq-credit-union-set-to-launch","No","Moderate","Acceptable quality",0,"0","Positive","The Blaze",1,1,"2019-09-09"
"R_3hzoJXsyZhqFXrn","https://www.breitbart.com/politics/2019/09/09/lleftists-d-c-impeach-donald-trump-protests-a-bust/","No","3","High quality",0,"0","Positive","Breitbart",1,1,"2019-09-09"
"R_22R1pC8igsJQKWK","https://www.theblaze.com/news/border-crossing-are-down-bc-of-mexico-deal","No","Moderate","Acceptable quality",0,"0","Positive","The Blaze",1,1,"2019-09-09"
"R_xa7cd5xsJUj864x","https://spectator.org/the-progressives-enthusiastic-political-incorrectness/","No","2","High quality",0,"0","Neutral","The American Spectator",1,1,"2019-09-09"
"R_1pSi3CiEwnCsh7c","https://spectator.org/we-the-people/","No","2","Poor quality",0,"Confusion","Negative","The American Spectator",1,1,"2019-09-10"
"R_21FLPci6UZaQzrA","https://spectator.org/9-11-you-said-you-wouldnt-forget-you-did/","No","Somewhat extreme","Acceptable quality",0,"0","Negative","The American Spectator",1,1,"2019-09-10"
"R_2rqgtBkklLw3kPr","https://www.theblaze.com/news/carly-fiorina-slams-gop-loyalty-to-president-trump-drawing-speculation-she-might-challenge-him","No","Moderate","Poor quality",0,"Anger","Negative","The Blaze",1,1,"2019-09-10"
"R_SJIU1LqUcPJyw25","https://www.breitbart.com/politics/2019/09/10/warren-endorses-justice-democrats-backed-candidate-jessica-cisneros-in-texas/","No","2","Acceptable quality",0,"0","Positive","Breitbart",1,1,"2019-09-10"
"R_1hEC8TfmjYbCk3X","https://spectator.org/trump-seeks-fresh-face-for-security-post/","Yes","8","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-11"
"R_2VJ9uyzydCgp2xC","https://www.theblaze.com/news/two-australian-bloggers-went-to-iran-to-prove-that-its-a-great-place-to-travel-now-theyve-been-sitting-in-an-iranian-prison-for-ten-weeks","Yes","8","Very poor quality",0,"0","Negative","The Blaze",1,1,"2019-09-12"
"R_3I0LOcSAxIsCNYn","https://spectator.org/why-nc-9-should-frighten-the-democrats/","No","Somewhat extreme","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-12"
"R_vc1OkSB16lF42TT","https://www.theblaze.com/news/megachurch-pastor-jarrid-wilson-known-for-mental-health-advocacy-kills-himself","No","Moderate","Acceptable quality",0,"Sadness","Neutral","The Blaze",1,1,"2019-09-11"
"R_wREJZNxvX1cAIZH","https://spectator.org/rule-over-law-or-rule-of-law-chinas-ip-theft-dilemma/","No","3","Acceptable quality",0,"0","Mixed","The American Spectator",1,1,"2019-09-12"
"R_12tFsCnnOaNh7Ki","https://www.theblaze.com/news/atheist-group-cries-foul-after-student-athletes-baptized-on-hs-football-field-but-school-district-is-fighting-back","Yes","8","Very poor quality",0,"0","Negative","The Blaze",1,1,"2019-09-12"
"R_1DHYqtA6335d9kA","https://www.theblaze.com/news/students-walk-out-of-mississippi-school-in-protest-after-prayer-group-told-it-may-no-longer-meet-during-instruction-hours","No","Moderate","Acceptable quality",0,"Anger","Neutral","The Blaze",1,1,"2019-09-12"
"R_2Emb7rYnr6oekas","https://www.breitbart.com/politics/2019/09/12/sanders-we-are-going-to-cancel-all-student-debt-in-this-country/","No","2","Acceptable quality",0,"0","Positive","Breitbart",1,1,"2019-09-12"
"R_3iDYxEcY8kEgyqB","https://breitbart.com/","No","3","High quality",0,"Amazement","Positive","Breitbart",1,0,""
"R_3RkjhY5s1stcmNI","https://breitbart.com","Yes","Very Extreme","Very poor quality",0,"0","Negative","Breitbart",1,0,""
"R_1jg3BcK6MOtL6ev","https://spectator.org/hatefest-in-houston/","No","Very Extreme","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-13"
"R_1NwZoF5XwuiSGXl","https://www.breitbart.com/2020-election/2019/09/13/bernie-sanders-wall-street-will-pay-for-canceling-of-student-debt/","No","2","Poor quality",0,"0","Negative","Breitbart",1,1,"2019-09-13"
"R_BVYCMuX8fZ8T0XL","https://www.breitbart.com/2020-election/2019/09/13/joe-biden-confuses-guyana-ghana-been-all-through-africa/","No","2","Acceptable quality",0,"0","Mixed","Breitbart",1,1,"2019-09-13"
"R_D2d0YUR52h7S7rr","https://www.theblaze.com/news/doj-court-filing-shows-how-nancy-pelosi-sabotaged-dem-efforts-to-obtain-secret-mueller-files-for-impeachment","Yes","8","Very poor quality",0,"Confusion","Negative","The Blaze",1,1,"2019-09-14"
"R_1PaXcbAehwKhaaQ","https://www.breitbart.com/politics/2019/09/14/democrat-senators-fear-beto-orourke-torpedoed-gun-control-with-confiscation-push/","No","Somewhat extreme","Very high quality",0,"Anxiety","Neutral","Breitbart",1,1,"2019-09-14"
"R_2cjZKRAsfYZEYYw","https://spectator.org/hands-off-the-electoral-college/","Yes","8","Very poor quality",0,"Sadness","Negative","The American Spectator",1,1,"2019-09-14"
"R_22MqthPY2KyAj4q","https://spectator.org/plenty-of-candidates-but-no-stars/","Yes","Very Extreme","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-15"
"R_vDKjCtA4XC3s6VH","https://spectator.org/in-2020-trump-will-reduce-the-blue-wall-to-rubble/","No","3","Acceptable quality",0,"Anxiety","Neutral","The American Spectator",1,1,"2019-09-05"
"R_2veMrYdoRfCgRWn","https://spectator.org/iran-keeps-asking-for-it/","Yes","5","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-15"
"R_1gGX6CIpzympa7w","https://www.theblaze.com/news/gm-uaw-strike","No","Moderate","Poor quality",0,"0","Neutral","The Blaze",1,1,"2019-09-15"
"R_27CK7tSY6UlsvRL","https://spectator.org/whos-afraid-of-joe-rogan/","Yes","Very Extreme","Very poor quality",1,"Confusion","Negative","The American Spectator",1,1,"2019-08-23"
"R_SDIR8TSRoAeJ4fT","https://www.breitbart.com/politics/2019/09/16/ocasio-cortez-kavanaugh-lied-under-oath-and-must-be-impeached/","No","5","Acceptable quality",0,"0","Neutral","Breitbart",1,1,"2019-09-16"
"R_0e1sOnzdFuPT0EV","https://spectator.org/thats-not-funny-well-it-is-to-dave-chappelle/","No","Moderate","Acceptable quality",0,"0","Positive","The American Spectator",1,1,"2019-09-06"
"R_OBctoXoKMCLwDvj","https://www.theblaze.com/news/reporters-behind-kavanaugh-smear-story-claim-ny-times-editors-cut-vital-exculpatory-information-from-initial-report","Yes","3","Poor quality",0,"0","Negative","The Blaze",1,1,"2019-09-17"
"R_1n7TI6bxmJyZH1N","https://spectator.org/ms-monopoly-political-correctness-doesnt-play-fair/","Yes","8","Acceptable quality",0,"0","Neutral","The American Spectator",1,1,"2019-09-17"
"R_2dutPaODGycj0Er","https://www.breitbart.com/entertainment/2019/09/17/bill-burr-it-doesnt-look-like-anybody-is-going-to-beat-trump/","No","2","Acceptable quality",0,"0","Neutral","Breitbart",1,1,"2019-09-17"
"R_1cXPMkBQ9g0keur","https://www.breitbart.com/politics/2019/09/18/iowa-poll-joe-biden-elizabeth-warren-top-third-place-buttigieg-by-double-digits/","No","Moderate","High quality",0,"0","Neutral","Breitbart",1,1,"2019-09-18"
"R_3hhX5qPx9Ee1sFf","https://spectator.org/the-racism-of-racism/","Yes","Very Extreme","Very poor quality",0,"Shock","Negative","The American Spectator",1,1,"2019-08-01"
"R_2f3BeSVtzNs6YPb","https://spectator.org/hatefest-in-houston/","No","Somewhat extreme","Acceptable quality",0,"0","Negative","The American Spectator",1,1,"2019-09-13"
"R_RdVfLbJJj1WlDjj","https://spectator.org/corey-lewandowskis-home-run/","Yes","8","Poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-19"
"R_3M5Wq3CjvPtyGVo","https://breitbart.com/","No","2","Acceptable quality",0,"Confusion","Negative","Breitbart",1,0,""
"R_qvXdQ0y2mocgPfP","https://spectator.org/why-trump-will-trounce-biden-or-warren/","Yes","8","Very poor quality",0,"0","Neutral","The American Spectator",1,1,"2019-09-13"
"R_33lnZKLyq5QQBIo","https://www.theblaze.com/","No","Somewhat extreme","High quality",0,"0","N/A","The Blaze",1,0,""
"R_1dA1UANAwb2r3ZG","https://spectator.org/competition-not-a-cartel-can-cure-what-ails-health-care/","No","3","High quality",0,"0","Positive","The American Spectator",1,1,"2019-09-19"
"R_1hKd8RtP6Rn8aj6","https://www.breitbart.com/entertainment/2019/09/21/bernie-sanders-spox-cardi-b-named-as-bloods-gang-member/","Yes","Very Extreme","Very poor quality",0,"Confusion","Negative","Breitbart",1,1,"2019-09-21"
"R_210aVZQozuNzK8a","https://spectator.org/what-comes-after-transgender/","Yes","5","Poor quality",0,"0","Positive","The American Spectator",1,1,"2019-09-21"
"R_300r9yh8lEoByT7","https://www.breitbart.com/politics/2019/09/21/worlds-leading-greenhouse-gas-emitter-china-taps-out-of-global-climate-strike/","No","Moderate","Acceptable quality",0,"0","Negative","Breitbart",1,1,"2019-09-21"
"R_2zTrjWHyE2c7oEW","https://spectator.org/the-real-warmongers-in-washington/","Yes","Very Extreme","Very high quality",0,"0","Positive","The American Spectator",1,1,"2019-09-10"
"R_C2Mdq9ERrDEmfZL","https://www.theblaze.com/news/poll-democrats-2020-ocasio-cortez-ilhan-omar","No","5","Very poor quality",0,"0","Negative","The Blaze",1,1,"2019-07-14"
"R_25HqtiqNyLm52ZW","https://spectator.org/ukraine-bombshell-will-explode-in-democratic-faces/","Yes","Very Extreme","Very poor quality",0,"0","Negative","The American Spectator",1,1,"2019-09-23"
"R_3QY2rsuhptButGv","https://www.theblaze.com/news/rep-sheila-jackson-lee-claims-ar-15s-weigh-as-much-as-10-boxes-and-fire-50-caliber-bullets","No","3","Acceptable quality",0,"0","Neutral","The Blaze",1,1,"2019-09-23"
"R_3maTciu6yOTMEUx","https://www.theblaze.com/news/chief-justice-john-roberts-supreme-court-not-too-political","No","8","High quality",0,"0","Neutral","The Blaze",1,1,"2019-09-26"
"R_2zl11KdvDu3ob6P","https://www.theblaze.com/news/flashback-pelosi-opposed-impeachment-of-bill-clinton-said-gop-paralyzed-with-hatred","No","2","High quality",0,"0","Neutral","The Blaze",1,1,"2019-09-25"
"R_vHVtbXrsVnlNWCt","https://www.breitbart.com/politics/2019/09/26/house-intelligence-committee-releases-partisan-federal-employees-complaint/","No","2","Poor quality",0,"0","Negative","Breitbart",1,1,"2019-09-26"
"R_20VC4tYTwbMaRz8","https://spectator.org/impeachment-isnt-supported-by-evidence-or-the-electorate/","No","3","Acceptable quality",0,"0","Neutral","The American Spectator",1,1,"2019-09-26"
"R_1Kjy6EopNcT0X8T","https://www.theblaze.com/news/new-york-city-restaurants-are-reportedly-feeling-the-pain-from-a-15-minimum-wage","No","2","Acceptable quality",0,"0","Neutral","The Blaze",NA,NA,NA
"R_ULbrYCqw3t61pHr","https://www.thenation.com/article/identity-crisis-and-the-roots-of-2016-book-review/","No","5","Very high quality",0,"0","Positive","The Nation",1,1,"2019-08-26"
"R_2SxevCJniRjFI5C","https://uvacommscience.eu.qualtrics.com/jfe/form/SV_1B1giQGO1H5H2sJ?Q_CHL=email","No","2","High quality",0,"0","Neutral",NA,0,NA,""
"R_12FKgwc9kObsl7k","https://www.democracynow.org/2018/12/11/meet_the_15_year_old_swedish","Yes","Somewhat extreme","Acceptable quality",0,"0","Neutral","Democracy Now",1,1,"2018-12-11"
"R_2AHjBgGMHlnVyZJ","https://www.motherjones.com/politics/2019/08/the-federal-election-commission-is-about-to-partially-shut-down/","No","3","Acceptable quality",0,"Anxiety","Neutral","Mother Jones",1,1,"2019-08-26"
"R_3D6GG34qWwE6sNl","https://www.motherjones.com/politics/2019/08/mississippi-ice-raids-oral-history-father-daughter/","Yes","Somewhat extreme","Poor quality",0,"Sadness","Neutral","Mother Jones",1,1,"2019-08-28"
"R_22t5JACkE2r2348","https://www.motherjones.com","No","2","Acceptable quality",0,"0","N/A","Mother Jones",1,0,""
"R_1msBCa6a6G72b5w","https://www.thenation.com/article/democrats-can-win-wisconsin-2020/","No","2","Acceptable quality",0,"0","Negative","The Nation",1,1,"2019-08-28"
"R_2WISuLoePiTuCot","https://www.democracynow.org/2019/8/28/headlines/trump_ordered_aides_to_speed_up_border_wall_construction_promising_pardons_for_illegal_acts","Yes","2","Poor quality",0,"0","Negative","Democracy Now",1,1,"2019-08-28"
"R_2VrRiIrdHsfFHsJ","https://www.motherjones.com/politics/2019/08/trump-war-on-media-personal-attacks-conspiracy-theories/","No","5","Acceptable quality",0,"Confusion","Neutral","Mother Jones",1,1,"2019-08-29"
"R_3I7ohiav5iyqdyx","https://www.motherjones.com/","Yes","Very Extreme","Very poor quality",0,"0","Negative","Mother Jones",1,0,""
"R_ODMPjKcfRKeu8X7","https://www.democracynow.org/2019/8/30/scotus_case_border_patrol_killings_mexico","Yes","2","High quality",0,"0","Neutral","Democracy Now",1,1,"2019-08-30"
"R_2ve4Ec7ORtSqhgo","https://www.motherjones.com/food/2019/08/chipotle-is-smothering-mexican-american-burrito-culture/","No","5","High quality",0,"0","Neutral","Mother Jones",1,1,"2019-08-23"
"R_24kilHRoHdWqoij","https://www.democracynow.org/2019/8/29/headlines/trump_to_strip_automatic_citizenship_for_some_children_born_to_us_troops_stationed_overseas","No","5","Poor quality",0,"Anger","Negative","Democracy Now",1,1,"2019-08-29"
"R_2tfgfpRtUab2GZL","https://www.motherjones.com/politics/2019/08/carrie-goldberg-lawyer-interview/","Yes","3","High quality",0,"0","Neutral","Mother Jones",1,0,""
"R_1QnEByqiP2cEIGS","https://www.democracynow.org/2019/8/30/rami_khouri_israel_airstrikes_middle_east","Yes","8","Very poor quality",1,"0","Negative","Democracy Now",1,1,"2019-08-30"
"R_RxIfaJ7wCGaa4A9","https://www.democracynow.org/2019/8/29/greta_thunberg_nyc_climate_activists","No","Moderate","Acceptable quality",0,"0","Neutral","Democracy Now",1,1,"2019-08-29"
"R_aY8J52WBTu76tSp","https://www.thenation.com/","No","Somewhat extreme","Acceptable quality",0,"Confusion","Negative","The Nation",1,0,""
"R_2rvFHQDhIyczGZm","https://uvacommscience.eu.qualtrics.com/jfe/form/SV_dnBuDARR5WiiGxv?Q_CHL=email?external_id=daosenga@comcast.net","No","Moderate","Very high quality",0,"0","Positive",NA,0,NA,""
"R_2qxhi85wSS6gdwi","https://www.thenation.com/article/after-i-lived-in-norway-america-felt-backward-heres-why/","No","3","Very high quality",0,"0","Positive","The Nation",1,1,"2019-08-28"
"R_3Eo28fNViGnP3ai","https://www.motherjones.com/politics/2019/09/alexandria-ocasio-cortez-mocks-the-straight-pride-parade/","No","Somewhat extreme","Acceptable quality",1,"0","Neutral","Mother Jones",1,1,"2019-09-01"
"R_2CDRQUftBexYBC1","https://www.thenation.com/","No","3","Acceptable quality",0,"0","Mixed","The Nation",1,0,""
"R_T4Vb1rLYlzWN6Ct","https://www.democracynow.org/2019/8/30/lee_gelernt_aclu_immigrant_rights","No","2","High quality",0,"Shock","Neutral","Democracy Now",1,1,"2019-08-30"
"R_1zEs8yM2wAI08cp","https://www.democracynow.org/2019/8/30/lee_https://uvacommscience.eu.qualtrics.com/jfe/form/SV_9Ss9h9TjwG7kjad?Q_CHL=email?external_id=rgraf.geo@yahoo.comgelernt_aclu_immigrant_rights","Yes","Very Extreme","Very poor quality",1,"Shock","Negative","Democracy Now",1,1,"2019-08-28"
"R_2YJLEraO4wDpxD0","https://www.thenation.com/article/ady-barkan-is-an-authentic-american-hero/","No","Moderate","High quality",0,"0","Neutral","The Nation",1,1,"2019-08-30"
"R_71iJynuMVrNbydr","https://www.thenation.com/article/bret-stephens-likes-safe-spaces/","Yes","Somewhat extreme","Very poor quality",0,"0","Negative","The Nation",1,1,"2019-08-30"
"R_3HuxKzXElieVZng","https://www.democracynow.org/2019/8/30/jose_antonio_elena_rodriguez_border_patrol","No","Moderate","Very high quality",0,"Sadness","Neutral","Democracy Now",1,1,"2019-08-31"
"R_1GNHi12pD83vUcx","https://www.motherjones.com/politics/2012/07/mass-shootings-map/","No","Moderate","Very high quality",0,"Sadness","Positive","Mother Jones",1,1,"updated:2019-11-18"
"R_12Q3rV1ZeCHoit7","https://www.motherjones.com/politics/2012/07/mass-shootings-map/","No","3","Very high quality",0,"Sadness","Neutral","Mother Jones",1,1,"updated:2019-11-18"
"R_2ZDCzSUEfjwOyBu","https://www.democracynow.org/2019/8/27/kochland_christopher_leonard_on_the_secret","No","3","Acceptable quality",0,"0","Positive","Democracy Now",1,1,"2019-08-27"
"R_3LX705OWccepDZV","https://www.democracynow.org/2019/9/2/death_and_resistance_on_the_us","No","Somewhat extreme","Acceptable quality",0,"0","Neutral","Democracy Now",1,1,"2019-09-02"
"R_25EDDpcF1iDTCOC","https://www.motherjones.com/environment/2019/08/brain-scans-saliva-tests-and-baby-teeth-inside-the-massive-government-funded-effort-to-understand-how-kids-brains-develop/","No","2","Very high quality",0,"0","Positive","Mother Jones",1,0,""
"R_2YM9jFIgQq9QR0y","https://www.thenation.com/article/general-strike-labor-day/","No","3","Acceptable quality",0,"0","Negative","The Nation",1,1,"2019-09-01"
"R_1HoQASq1QEleBY9","https://www.thenation.com/article/mugabe-zimbabwe-britain/","No","3","Acceptable quality",0,"Shock","Neutral","The Nation",1,1,"2019-09-06"
"R_1Faluxy0g169Krq","https://www.motherjones.com/kevin-drum/2019/09/happy-labor-day-from-donald-trump/","Yes","5","Poor quality",0,"0","Neutral","Mother Jones",1,1,"2019-09-02"
"R_2dDOgqLjtCcmeFd","https://www.thenation.com/article/bernie-sanders-bad-fact-checking/","No","2","High quality",0,"0","Positive","The Nation",1,1,"2019-09-03"
"R_31iT0VXUlQd8rlm","https://www.motherjones.com/","Yes","Somewhat extreme","Poor quality",0,"0","Neutral","Mother Jones",1,0,""
"R_eS44lYgN4U5HY89","https://www.motherjones.com/politics/2019/09/matt-bevin-kentucky-governor-teachers-pensions-donald-trump/","No","Somewhat extreme","Acceptable quality",0,"0","Negative","Mother Jones",1,1,"2019-08-09"
"R_A6iQpeyLFZ7dBzH","Https://www.thenation.com/Do Joe Bidens mistakes matter","Yes","Moderate","Acceptable quality",0,"0","Neutral","The Nation",1,1,"2019-09-03"
"R_3lDYU2ZtBej6TEH","https://www.thenation.com/article/joe-biden-gaffe-mistake-democratic-presidential-primary/","No","Moderate","Very high quality",1,"0","Neutral","The Nation",1,1,"2019-09-03"
"R_3rPnEkJZeg9duG4","https://www.democracynow.org/2019/9/2/death_and_resistance_on_the_us","No","3","Very high quality",0,"Amazement","Neutral","Democracy Now",1,1,"2019-09-02"
"R_5uOqGPjAcakwj8B","https://www.democracynow.org/2019/9/3/hong_kong","No","2","Acceptable quality",0,"0","Positive","Democracy Now",1,1,"2019-09-03"
"R_3FWm8ExbBoiT3gm","https://www.motherjones.com/media/2019/09/recharge-69-helping-a-crying-classmate-with-autism/","No","8","Very high quality",0,"Amazement","Positive","Mother Jones",1,0,""
"R_2dRCDJt8AyBxIdU","https://www.democracynow.org/","No","Somewhat extreme","High quality",0,"0","N/A","Democracy Now",1,0,""
"R_2wcNdimYJv8cQN9","https://www.motherjones.com/","No","Somewhat extreme","High quality",0,"0","Negative","Mother Jones",1,0,""
"R_11cOJes900U0Frh","https://www.democracynow.org/2019/9/4/dorian","Yes","Somewhat extreme","Very poor quality",1,"Shock","Negative","Democracy Now",1,1,"2019-09-04"
"R_8Bd6fpbyV2HwMAV","https://www.thenation.com/podcast/koch-brothers-trump/","No","2","Acceptable quality",0,"0","Neutral","The Nation",1,1,"2019-09-05"
"R_115y5qMrng9aRJm","https://www.thenation.com/article/joe-biden-gaffe-mistake-democratic-presidential-primary/","No","8","High quality",0,"0","Positive","The Nation",1,1,"2019-09-03"
"R_1n1oTQ6AcpBvM3y","https://www.democracynow.org/2019/9/3/hurricane_dorian","Yes","Very Extreme","Very poor quality",0,"Shock","Negative","Democracy Now",1,1,"2019-09-03"
"R_2v5MSQonXCdWwc4","https://www.thenation.com/article/donald-trump-administration-immigration/","No","3","Acceptable quality",0,"0","Positive","The Nation",1,1,"2019-09-05"
"R_1MQHW59OgI1xQmf","https://www.motherjones.com/politics/2019/09/our-president-is-unstable-sen-jeff-merkley-makes-the-case-that-its-getting-worse/","No","3","Very poor quality",0,"0","Negative","Mother Jones",1,1,"2019-09-04"
"R_b8BK32DjA3bQsMx","https://www.motherjones.com/politics/2019/09/donald-trump-has-never-explained-a-mysterious-50-million-chicago-unit-acquisition-loan-is-it-evidence-of-tax-fraud/","No","3","Poor quality",0,"0","Negative","Mother Jones",1,1,"2019-09"
"R_1hKfSRAoqJcn7i0","https://www.motherjones.com/politics/2019/09/donald-trump-has-never-explained-a-mysterious-50-million-chicago-unit-acquisition-loan-is-it-evidence-of-tax-fraud/","Yes","Very Extreme","Very poor quality",0,"Anger","Negative","Mother Jones",1,1,"2019-09"
"R_1IlMiEpzl84gdk6","https://www.motherjones.com/environment/2019/09/we-need-to-radically-rethink-our-approach-to-disaster-recovery-heres-one-solution/","No","Moderate","Very high quality",0,"0","Positive","Mother Jones",1,1,"2019-09-04"
"R_uyzerTx3ArIz9Pr","https://uvacommscience.eu.qualtrics.com/jfe/form/SV_9Ss9h9TjwG7kjad?Q_CHL=email&external_id=dean_howard@sbcglobal.net","Yes","Very Extreme","Poor quality",0,"0","Negative",NA,0,NA,""
"R_1mtkmRUnVnx9W6G","https://www.democracynow.org/2019/9/6/hurricane_dorian_bahamas_rescue_efforts","No","Moderate","High quality",0,"Shock","Neutral","Democracy Now",1,1,"2019-09-06"
"R_0OInyf6CJOuhRKh","https://www.thenation.com/article/steve-cohen-emoluments/","No","5","Acceptable quality",0,"Anger","Negative","The Nation",1,1,"2019-09-05"
"R_1pS87T20C3pgJmV","https://www.democracynow.org/2019/9/5/climate_crisis_should_us_nationalize_fossil","No","8","Acceptable quality",0,"0","Neutral","Democracy Now",1,1,"2019-09-05"
"R_3EiLLcAblqtTtqW","https://www.motherjones.com/politics/2019/09/house-democrats-announce-investigation-of-pences-ireland-trip/","No","Somewhat extreme","Acceptable quality",0,"0","Neutral","Mother Jones",1,1,"2019-09-06"
"R_1PRyvIkFynIhRNZ","https://www.thenation.com/article/steve-cohen-emoluments/","No","Very Extreme","Acceptable quality",0,"0","Neutral","The Nation",1,1,"2019-09-07"
"R_24GECoKZdLIdLNz","https://www.motherjones.com/politics/2018/10/new-justice-department-case-shows-russia-is-now-attacking-the-midterm-elections/","Yes","2","High quality",0,"0","Positive","Mother Jones",1,1,"2018-10-19"
"R_3PBHZEzGn9mUugz","https://www.thenation.com/article/climate-change-democrats-townhall/","No","5","Acceptable quality",0,"0","Negative","The Nation",1,1,"2019-09-06"
"R_2AXY7yX5fDS3uiK","https://www.motherjones.com/politics/2019/09/health-officials-are-investigating-450-cases-of-serious-lung-illness-linked-to-vaping/","No","Somewhat extreme","Very poor quality",0,"0","Negative","Mother Jones",1,1,"2019-09-06"
"R_2CrLRywS6gSTUgd","https://www.motherjones.com/politics/2019/09/trumps-campaign-manager-salivates-over-potential-trump-family-dynasty/","No","Somewhat extreme","Acceptable quality",0,"0","Mixed","Mother Jones",1,1,"2019-09-08"
